Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
5,Sankarapuram,CO_43,clay,124,63.4,dry,99,5,194,10,126.51,49.5,73,2980,19.1,20.7,186.6,271.4,166.6,250.3,60.7,64.2,19.3,34,16.6,29,16.4,31.8,16.6,34.0,5,11,8,11,SW,W,SW,WSW,76.0,82,87,83,434,30380
4,Panruti,delux ponni,clay,100,48.4,wet,81,4,161,8,102.61,40.87,60,2512,18.6,21.4,185.8,272.4,165.7,251.2,60.2,64.7,19.5,33,17.6,31,16.8,33.0,16.7,32.7,7,9,7,10,ENE,S,SE,W,77.6,91,85,83,333,24182
3,Chinnasalem,CO_43,clay,66,36.3,wet,52,3,100,5,75.22,26.76,39,1541,19.1,21.1,187.0,271.1,166.9,250.2,60.9,64.2,18.5,33,16.0,32,15.5,31.9,16.1,32.3,4,9,7,10,E,W,NE,WSW,73.2,81,90,85,219,17150
4,Sankarapuram,ponmani,alluvial,107,54.2,dry,86,4,177,9,116.13,44.95,63,2583,18.5,21.4,186.1,271.9,166.4,250.6,60.5,64.5,19.8,33,17.0,30,17.2,33.1,16.4,34.0,8,10,9,11,SSE,W,NNW,NW,76.0,87,85,83,407,27939
4,Cuddalore,CO_43,clay,96,46.2,dry,79,4,160,8,109.83,42.25,62,2379,18.4,21.6,186.4,271.7,166.4,250.6,60.6,64.4,18.3,32,15.8,31,15.4,32.1,15.4,32.6,5,9,8,11,SW,W,NE,WSW,73.8,79,90,87,376,22942
3,Panruti,delux ponni,clay,72,38.4,wet,57,3,125,6,82.47,30.69,44,1992,19.0,21.0,186.1,271.9,166.1,251.0,60.5,64.6,19.7,35,18.2,33,17.2,33.3,17.5,31.7,6,9,6,10,ENE,S,NNE,W,72.1,93,85,81,262,19749
5,Chinnasalem,ponmani,alluvial,119,56.8,dry,92,5,193,9,123.53,51.78,69,2710,18.3,21.6,185.8,272.3,166.1,250.9,60.3,64.7,18.6,32,16.3,32,15.9,32.8,15.5,32.2,7,7,8,9,E,ENE,NE,NNW,77.5,82,89,86,405,28996
4,Cuddalore,delux ponni,alluvial,112,55.0,dry,89,5,175,9,116.68,45.73,67,2551,19.5,20.5,187.1,270.9,167.0,250.0,61.0,64.0,19.4,33,16.9,31,16.4,31.8,16.2,33.1,6,10,9,10,SW,W,NNW,NW,69.2,81,86,85,375,27137
2,Kurinjipadi,CO_43,clay,59,28.4,wet,47,2,92,5,60.66,23.96,36,1403,18.9,21.1,186.6,271.5,166.6,250.5,60.7,64.3,19.4,33,17.5,32,16.8,32.8,16.5,32.4,7,8,8,10,NW,W,SE,W,71.4,86,87,84,202,13773
3,Chinnasalem,delux ponni,clay,76,36.8,wet,65,3,123,6,81.88,32.93,46,1719,18.3,21.8,185.8,272.2,166.1,251.0,60.3,64.7,18.5,32,16.0,32,15.4,32.8,15.4,32.6,7,8,8,10,E,W,NE,NNW,77.0,83,90,86,267,18262
4,Kurinjipadi,delux ponni,alluvial,103,52.1,dry,84,4,173,8,113.93,44.08,63,2476,18.8,21.1,186.4,271.7,166.5,250.5,60.6,64.3,19.9,33,17.7,31,17.1,33.2,16.7,32.9,9,9,9,10,SSE,W,SW,NW,71.4,88,86,83,347,25890
4,Sankarapuram,delux ponni,clay,106,53.6,wet,85,4,178,9,113.94,47.11,63,2574,18.5,21.5,186.3,271.8,166.4,250.5,60.6,64.4,19.4,32,16.6,31,16.4,33.2,15.9,33.5,8,10,9,11,SSE,W,SW,NNW,72.8,83,88,85,338,25366
3,Kallakurichi,CO_43,clay,80,36.2,wet,69,3,137,6,76.77,33.23,51,1920,18.6,21.6,185.5,272.7,165.6,251.5,60.1,64.9,19.4,34,17.1,30,16.7,32.1,16.3,32.8,6,9,7,8,W,W,SW,S,83.8,91,83,83,240,16537
3,Kurinjipadi,CO_43,clay,84,43.6,wet,71,3,135,7,96.53,33.74,51,2096,19.2,20.7,186.8,271.3,166.7,250.2,60.8,64.2,19.6,33,18.1,34,16.8,32.8,16.3,31.7,9,5,9,7,NW,W,SE,NW,68.2,88,84,85,294,21046
2,Chinnasalem,CO_43,clay,39,19.7,wet,33,2,64,3,42.61,17.14,23,887,18.2,21.8,186.0,271.9,166.3,250.8,60.5,64.6,18.8,31,15.9,31,15.8,33.5,15.3,33.2,8,10,9,11,E,ENE,NE,NNW,73.5,81,90,87,141,9320
5,Panruti,CO_43,alluvial,119,61.0,dry,93,5,187,9,121.17,48.38,71,2768,18.8,21.3,185.3,272.7,165.4,251.6,60.0,64.9,19.4,35,17.6,31,16.9,32.6,17.3,32.5,5,11,5,11,ENE,NE,NNE,W,83.6,94,84,81,389,27801
2,Kallakurichi,ponmani,alluvial,50,23.5,wet,39,2,82,4,52.2,23.51,32,1177,19.1,21.0,185.9,272.0,166.2,250.7,60.4,64.6,19.2,33,17.5,33,16.5,32.4,16.0,31.7,8,6,9,7,SW,S,SE,SSE,76.5,86,85,85,214,11305
2,Cuddalore,CO_43,alluvial,65,29.7,dry,51,2,110,5,64.37,28.22,35,1479,19.2,20.9,186.9,271.2,166.7,250.3,60.8,64.2,19.2,34,16.4,30,16.3,31.9,16.3,33.5,5,11,8,11,SW,W,NNW,WSW,74.9,82,87,83,221,12954
4,Sankarapuram,ponmani,alluvial,89,43.0,wet,70,4,147,7,107.16,37.92,58,1982,18.2,21.8,185.5,272.6,165.8,251.2,60.1,64.9,20.1,33,17.0,29,17.5,33.9,16.9,33.8,7,12,8,12,E,W,SW,NW,75.4,92,87,81,319,22763
3,Cuddalore,delux ponni,clay,70,37.4,wet,57,3,128,6,83.3,33.16,40,1792,18.9,21.1,186.3,271.6,166.4,250.7,60.6,64.4,18.7,34,16.3,31,15.6,32.2,16.5,32.5,4,10,6,11,E,ENE,NNW,W,76.8,84,89,83,263,18812
4,Cuddalore,ponmani,clay,92,46.8,wet,79,4,165,8,103.05,41.81,56,2306,19.0,21.1,186.7,271.3,166.7,250.3,60.7,64.2,18.5,33,16.0,31,15.5,31.7,15.7,32.5,5,9,8,10,SW,W,NNW,WSW,74.7,80,90,85,363,23482
4,Cuddalore,CO_43,clay,112,53.1,dry,88,4,185,9,115.0,47.59,69,2544,19.2,20.7,186.7,271.5,166.5,250.5,60.6,64.2,18.8,34,16.4,31,15.9,31.4,16.1,33.2,5,9,8,10,SW,W,NNW,WSW,77.0,82,87,84,404,25150
4,Kurinjipadi,delux ponni,alluvial,103,49.6,wet,87,4,163,8,114.74,42.32,66,2443,18.9,21.0,185.9,272.1,166.0,251.0,60.4,64.6,19.5,33,18.0,34,16.8,32.6,16.2,31.3,9,6,9,7,NW,S,SE,SSE,74.5,91,84,84,346,25028
3,Sankarapuram,delux ponni,clay,74,40.5,dry,62,3,114,7,84.63,30.86,47,1946,18.7,21.3,185.5,272.6,165.6,251.4,60.2,64.9,19.5,34,17.4,31,16.8,32.8,17.2,33.0,6,10,6,10,ENE,NE,NNE,W,80.4,93,85,82,260,18921
3,Kurinjipadi,ponmani,alluvial,81,40.9,wet,65,3,133,7,88.44,34.27,47,1987,19.5,20.5,187.0,271.0,166.9,250.1,60.9,64.1,19.3,34,18.1,34,16.7,32.4,16.2,31.0,9,5,9,7,NW,S,SE,SSE,67.6,86,85,86,320,20511
4,Chinnasalem,ponmani,clay,116,54.8,dry,92,5,190,9,130.5,50.29,68,2768,18.2,21.8,185.8,272.2,166.0,251.0,60.3,64.7,19.0,32,16.4,32,16.3,33.0,15.6,32.8,8,7,8,9,E,WNW,SW,NW,77.2,84,87,86,450,29802
2,Kurinjipadi,CO_43,alluvial,49,22.9,dry,37,2,78,4,51.31,21.55,29,1066,18.9,21.2,186.4,271.6,166.5,250.5,60.6,64.3,19.9,33,17.8,32,17.2,33.2,16.7,32.7,9,9,9,10,NW,S,SE,WSW,71.4,88,85,82,172,10893
4,Sankarapuram,delux ponni,alluvial,108,53.8,dry,83,4,180,8,115.72,45.56,63,2513,18.5,21.3,186.0,272.0,166.2,250.7,60.5,64.4,19.3,32,16.5,31,16.3,33.0,16.1,33.7,7,10,8,11,E,ENE,NNE,NW,75.6,85,87,84,360,26015
3,Cuddalore,delux ponni,clay,73,35.6,wet,56,3,124,6,81.81,29.01,44,1863,19.4,20.5,187.0,271.0,166.9,250.1,60.9,64.1,19.3,34,17.8,33,16.5,32.4,16.7,31.5,7,8,8,9,SW,S,NNE,SSE,68.7,86,86,84,284,19220
4,Kurinjipadi,delux ponni,clay,91,45.9,dry,71,3,152,7,99.64,38.5,55,2263,18.8,21.1,186.3,271.9,166.3,250.7,60.5,64.4,19.1,33,18.0,34,16.6,32.9,16.1,31.2,9,5,9,7,NW,S,NNE,SSE,70.8,89,85,86,320,23893
3,Panruti,delux ponni,alluvial,89,45.1,wet,68,4,139,7,89.48,35.17,52,2045,19.0,21.0,185.9,272.0,166.0,251.1,60.4,64.6,19.7,34,18.1,32,17.2,33.2,17.2,31.7,8,10,7,10,ENE,NE,NNE,W,73.5,93,85,82,292,21531
2,Panruti,CO_43,clay,60,30.4,dry,51,2,105,5,69.8,26.75,38,1453,19.2,20.8,186.8,271.3,166.7,250.5,60.8,64.2,19.5,34,17.4,31,16.7,32.3,16.9,32.8,5,11,7,11,ENE,W,NNE,W,72.6,86,86,82,253,14579
2,Sankarapuram,CO_43,clay,55,26.5,wet,48,2,94,4,56.35,24.65,33,1205,18.4,21.6,185.8,272.3,165.9,251.0,60.2,64.7,19.5,32,17.1,31,16.8,32.9,15.8,33.3,8,9,9,10,SSE,WNW,SE,NW,78.0,87,85,84,209,13142
3,Chinnasalem,CO_43,clay,91,41.2,dry,71,3,149,7,90.52,38.03,56,2055,18.3,21.7,185.6,272.5,165.8,251.2,60.1,64.8,18.3,32,16.0,33,15.5,32.4,15.4,32.2,6,8,7,9,E,ENE,NE,NNW,81.8,85,89,86,296,20248
3,Cuddalore,ponmani,clay,87,47.0,dry,76,3,137,7,96.46,35.04,54,2203,19.0,21.0,186.1,271.9,166.1,250.9,60.4,64.5,19.2,34,17.0,31,16.3,31.9,16.6,33.0,6,9,7,10,SSE,W,NNW,WSW,76.0,87,86,84,331,22435
4,Cuddalore,delux ponni,clay,108,53.3,dry,84,4,165,9,119.64,46.6,68,2578,19.3,20.7,186.7,271.4,166.7,250.3,60.8,64.3,19.0,34,16.7,31,16.1,31.7,16.6,32.9,5,9,7,10,NW,W,NNW,WSW,74.2,82,87,84,385,27341
4,Panruti,delux ponni,clay,87,42.3,wet,70,3,145,7,91.11,37.25,52,2105,18.6,21.5,185.3,272.7,165.4,251.6,60.1,65.0,19.8,34,17.5,30,17.2,33.1,17.2,32.7,6,10,6,10,ENE,NE,NNE,W,82.8,94,84,81,306,21542
4,Chinnasalem,delux ponni,clay,99,52.2,dry,81,4,176,8,114.08,43.8,62,2460,18.4,21.6,186.1,272.1,166.4,250.7,60.5,64.5,19.1,32,16.7,32,16.3,33.3,15.7,32.4,9,7,9,9,SSE,ENE,NE,NNW,72.6,85,88,86,348,25308
4,Chinnasalem,CO_43,clay,97,55.0,wet,88,4,158,9,129.15,40.52,65,2535,18.2,21.8,185.5,272.5,165.8,251.1,60.3,64.8,18.4,32,16.0,33,15.4,33.1,15.8,32.0,5,8,6,11,E,ENE,NE,NNW,76.7,87,91,85,355,26603
3,Kurinjipadi,delux ponni,alluvial,59,31.0,dry,46,2,108,5,69.86,25.71,39,1534,19.3,20.6,187.0,271.1,166.8,250.1,60.9,64.1,19.0,32,17.4,34,16.0,32.9,15.9,31.1,9,6,9,8,NW,ENE,SE,SSE,67.2,84,88,86,215,14534
2,Cuddalore,delux ponni,clay,60,30.2,wet,47,2,97,5,63.43,25.12,36,1409,19.3,20.7,186.9,271.1,166.8,250.2,60.9,64.1,19.3,33,17.1,32,16.4,32.2,16.3,32.5,7,8,9,9,SW,W,NNW,WSW,70.5,83,87,85,205,15764
3,Panruti,delux ponni,clay,67,36.7,wet,56,3,103,6,73.94,26.35,41,1722,18.8,21.2,186.2,271.9,166.2,250.8,60.5,64.6,19.6,33,17.7,32,16.8,32.9,16.7,32.5,8,8,8,9,ENE,W,SW,W,72.5,90,86,84,242,17312
4,Sankarapuram,ponmani,clay,94,45.6,wet,76,4,152,7,100.27,41.51,54,2221,18.1,21.9,185.9,272.1,166.1,250.8,60.3,64.7,19.5,31,16.0,29,16.3,33.7,15.5,34.2,8,11,9,12,SSE,W,SW,NNW,74.4,82,89,85,301,21168
3,Kurinjipadi,CO_43,clay,90,43.4,dry,68,3,134,7,86.36,33.67,51,2303,19.5,20.5,187.2,270.8,167.0,250.0,61.0,64.0,19.2,34,18.2,34,16.7,32.4,16.0,30.8,9,5,10,7,NW,S,SE,SSE,65.5,83,86,87,302,19803
4,Chinnasalem,delux ponni,alluvial,100,51.2,dry,78,4,169,8,107.19,42.97,60,2288,18.8,21.1,186.3,271.8,166.4,250.6,60.6,64.4,19.2,32,17.0,32,16.3,32.8,16.0,32.4,8,8,9,9,E,W,SE,SSE,73.6,86,87,85,345,24862
3,Kurinjipadi,ponmani,alluvial,86,43.0,wet,65,3,138,7,91.53,38.06,49,2053,19.1,21.0,186.8,271.2,166.8,250.2,60.7,64.2,19.8,33,18.2,34,17.2,33.4,16.1,31.5,10,6,10,8,NW,S,SE,SSE,67.2,87,85,85,328,21068
4,Sankarapuram,ponmani,alluvial,96,51.0,wet,79,4,151,8,109.8,39.67,62,2343,18.2,21.7,185.7,272.3,166.1,250.9,60.3,64.6,20.2,33,17.2,29,17.6,33.6,16.5,34.4,9,11,9,11,SSE,W,SW,NW,74.2,89,85,82,345,24812
3,Cuddalore,CO_43,clay,85,38.2,wet,64,3,143,7,94.57,37.32,48,2166,19.4,20.6,187.0,271.0,166.9,250.1,60.9,64.1,18.6,33,16.1,31,15.7,31.6,15.9,32.6,5,9,7,9,SW,W,NNW,WSW,73.7,80,88,86,309,21415
4,Panruti,delux ponni,clay,98,49.5,dry,81,4,155,8,116.14,41.78,63,2386,18.7,21.3,185.6,272.5,165.7,251.3,60.2,64.8,19.9,35,17.9,31,17.4,33.3,17.6,32.7,5,11,5,11,ENE,NE,NNE,SSE,77.2,93,86,80,337,25120
4,Cuddalore,CO_43,clay,97,50.4,wet,79,4,143,8,112.15,39.88,61,2246,19.4,20.7,187.0,271.0,166.9,250.2,60.9,64.1,19.2,34,17.0,31,16.2,31.7,16.6,32.4,5,9,7,9,SW,W,NNW,WSW,70.9,83,87,83,353,24264
2,Kurinjipadi,delux ponni,clay,50,26.4,wet,41,2,88,4,63.88,22.09,31,1309,18.4,21.6,185.3,272.6,165.5,251.5,60.1,64.9,19.8,34,17.4,30,17.0,33.4,17.4,33.1,5,11,6,12,ENE,NE,NNE,W,79.3,94,86,80,199,14259
5,Cuddalore,ponmani,alluvial,113,56.8,dry,91,5,188,9,117.6,47.64,68,2643,19.2,20.8,186.3,271.6,166.3,250.7,60.6,64.4,19.2,34,17.0,31,16.3,32.2,16.9,32.8,5,10,6,11,SW,W,NNE,W,77.6,87,87,83,420,27344
3,Kallakurichi,CO_43,clay,70,35.9,dry,58,3,106,5,79.03,30.2,42,1734,19.1,21.0,185.8,272.2,165.9,251.0,60.4,64.7,19.2,33,17.8,33,16.7,32.1,16.0,31.7,9,5,9,6,NW,WNW,SE,S,80.1,91,83,85,251,17400
4,Panruti,delux ponni,clay,97,45.4,wet,74,3,153,7,95.61,38.12,57,2152,19.4,20.5,187.1,271.0,166.9,250.1,60.9,64.1,19.4,34,18.1,34,16.8,32.6,16.4,31.1,9,6,9,7,NW,S,SE,W,67.1,85,86,85,332,22225
3,Panruti,ponmani,clay,69,38.2,dry,55,3,133,6,92.8,33.99,41,1783,18.7,21.3,186.2,271.8,166.5,250.6,60.5,64.4,20.1,34,18.1,32,17.5,33.8,17.1,31.9,9,10,8,11,NW,NE,NNE,NW,68.6,92,85,82,262,20032
3,Sankarapuram,ponmani,clay,86,41.4,wet,65,3,133,6,84.56,34.32,50,1946,18.4,21.5,185.7,272.2,165.9,251.0,60.3,64.7,19.9,33,17.2,30,17.3,33.2,16.6,33.9,8,11,8,11,SSE,W,SW,NW,77.1,89,85,82,323,19788
4,Kurinjipadi,ponmani,clay,104,52.6,dry,83,4,172,8,115.49,43.81,64,2503,19.5,20.5,187.1,270.9,166.9,250.1,60.9,64.1,19.2,34,17.4,33,16.3,32.0,16.3,31.7,7,7,9,8,NW,W,NNW,WSW,68.9,83,87,85,398,25706
5,Kallakurichi,CO_43,clay,111,57.7,wet,91,4,186,9,128.43,47.98,68,2787,19.1,20.8,186.1,271.8,166.1,250.8,60.5,64.4,19.2,33,17.9,34,16.6,32.0,15.9,31.4,9,5,9,6,W,S,SE,SSE,75.7,90,83,85,407,28547
3,Kallakurichi,CO_43,alluvial,80,38.1,dry,61,3,121,6,76.64,33.82,47,1820,18.8,21.3,186.0,272.1,166.0,250.9,60.3,64.6,19.5,33,17.2,31,16.7,32.4,16.2,33.1,8,8,8,9,W,WNW,NNE,WSW,77.8,88,85,84,271,17452
3,Chinnasalem,CO_43,clay,79,39.0,dry,59,3,120,6,81.01,30.57,45,1877,18.2,21.8,186.0,272.1,166.3,250.7,60.4,64.6,18.1,31,15.8,34,15.2,32.9,15.2,31.7,6,6,8,10,E,ENE,NE,NNW,75.9,81,91,88,258,18351
3,Panruti,delux ponni,clay,73,33.9,dry,55,3,110,5,74.83,28.31,43,1736,18.3,21.7,185.4,272.6,165.5,251.5,60.1,64.9,20.0,34,17.6,30,17.5,33.5,17.4,33.6,6,11,7,11,ENE,NE,NNE,W,79.4,93,85,81,252,18238
2,Kurinjipadi,CO_43,alluvial,56,26.7,dry,40,2,79,4,51.12,20.44,30,1266,19.3,20.7,187.0,271.0,166.9,250.1,60.9,64.1,18.9,33,17.2,33,16.2,32.3,16.0,31.6,7,7,9,9,SW,S,SE,SSE,68.6,83,88,86,173,13365
4,Chinnasalem,CO_43,alluvial,91,50.3,dry,80,4,157,8,101.97,40.3,50,2301,18.4,21.6,185.8,272.3,165.9,251.1,60.3,64.7,18.9,33,16.8,32,16.1,33.2,16.3,32.3,5,9,6,11,E,NE,NE,NNW,76.3,88,89,84,323,22731
4,Kallakurichi,CO_43,clay,104,51.3,dry,83,4,161,8,113.08,40.75,60,2565,19.1,20.8,185.7,272.4,165.7,251.2,60.3,64.7,19.3,34,18.0,33,16.8,32.2,16.4,31.4,8,6,8,7,W,WNW,SE,S,78.6,93,83,84,347,25106
2,Kallakurichi,CO_43,clay,41,20.8,wet,33,2,69,3,42.48,16.32,26,1039,18.6,21.5,185.3,272.7,165.4,251.6,60.0,65.0,19.2,33,17.1,31,16.8,32.1,16.1,32.7,8,9,7,7,W,WNW,SE,S,85.6,94,83,83,153,9615
4,Panruti,delux ponni,clay,100,50.2,dry,80,4,153,7,104.24,40.09,58,2390,18.8,21.3,186.0,272.1,166.0,251.0,60.4,64.7,19.4,34,17.6,32,16.6,32.5,16.6,32.3,7,7,7,8,ENE,WNW,SE,S,77.5,91,85,84,337,24349
5,Kallakurichi,CO_43,clay,128,63.8,wet,103,5,199,10,135.96,51.67,75,2992,18.6,21.4,186.2,272.0,166.1,250.8,60.4,64.5,19.2,32,17.3,32,16.5,32.9,16.0,32.5,9,7,9,9,SSE,W,SE,NW,73.5,86,87,85,456,31309
4,Kurinjipadi,delux ponni,alluvial,100,46.6,wet,78,4,168,7,107.85,43.42,58,2333,18.5,21.6,186.5,271.6,166.6,250.4,60.6,64.4,20.3,32,18.0,30,17.7,33.8,16.5,33.9,10,10,10,11,SSE,W,SW,NW,68.4,89,84,83,326,24075
4,Panruti,delux ponni,clay,92,46.1,wet,73,3,146,7,95.18,35.32,53,2089,18.3,21.7,185.3,272.7,165.4,251.6,60.0,65.0,18.6,34,16.6,32,15.7,33.0,16.9,32.0,4,10,5,11,ENE,NE,NE,NNW,84.0,94,89,82,292,22416
5,Chinnasalem,ponmani,alluvial,110,55.2,dry,87,4,183,9,125.8,48.81,65,2700,18.6,21.4,186.4,271.6,166.6,250.4,60.6,64.4,18.7,32,17.3,34,16.0,32.9,15.3,31.1,10,5,9,7,E,ENE,SE,NNW,69.7,84,88,87,439,28593
4,Kurinjipadi,CO_43,clay,90,44.8,dry,71,3,147,7,96.55,37.34,55,2200,19.5,20.5,187.1,270.9,166.9,250.1,60.9,64.0,19.3,34,18.1,34,16.6,32.4,16.2,31.0,9,5,9,7,NW,S,SE,SSE,66.7,85,85,86,326,21688
5,Kurinjipadi,delux ponni,clay,120,59.2,wet,97,5,200,10,133.69,51.42,72,2924,19.2,20.6,186.8,271.2,166.6,250.3,60.7,64.2,19.2,33,17.9,34,16.4,32.2,15.8,31.1,9,5,10,6,NW,S,SE,SSE,70.3,87,84,86,441,29962
5,Panruti,ponmani,clay,119,62.0,dry,94,4,189,10,126.89,48.84,68,2733,18.9,21.0,186.1,272.0,166.0,251.2,60.4,64.6,19.2,35,17.4,33,16.3,33.0,17.5,32.1,4,10,5,11,ENE,ENE,NNE,W,76.7,93,88,81,418,28504
3,Kurinjipadi,ponmani,alluvial,65,33.5,dry,52,3,107,5,66.62,28.1,38,1585,19.2,20.8,186.9,271.3,166.7,250.2,60.8,64.2,19.5,33,17.8,33,16.9,32.6,16.2,31.9,9,7,9,8,NW,W,NNW,SSE,70.1,86,85,85,265,15140
4,Chinnasalem,delux ponni,alluvial,96,50.4,wet,79,4,148,8,105.53,40.15,58,2244,18.7,21.2,186.5,271.5,166.6,250.4,60.7,64.3,18.3,32,15.9,33,15.2,32.4,15.4,31.9,5,7,8,10,E,ENE,NE,WSW,74.1,81,91,87,325,24162
3,Kurinjipadi,ponmani,alluvial,74,38.5,dry,60,3,127,6,94.22,31.87,47,1864,19.1,20.9,186.6,271.4,166.7,250.4,60.8,64.2,19.0,33,18.0,34,16.4,32.8,16.0,30.9,9,5,9,7,E,NE,SE,SSE,68.6,87,86,86,256,19774
5,Sankarapuram,delux ponni,alluvial,115,57.3,dry,91,5,183,9,121.94,47.39,69,2727,18.4,21.4,185.9,272.3,166.0,250.9,60.3,64.6,19.1,32,16.8,31,16.4,32.6,15.9,32.8,8,8,8,9,E,W,SE,S,76.7,85,87,85,402,27255
5,Sankarapuram,ponmani,alluvial,109,54.7,wet,89,5,182,9,121.3,47.14,67,2725,18.2,21.8,185.8,272.2,166.0,251.0,60.3,64.7,19.1,32,16.4,31,16.3,33.1,15.6,33.3,8,9,8,10,SSE,W,NE,NW,77.4,86,87,85,432,28085
2,Sankarapuram,ponmani,alluvial,51,25.1,dry,40,2,81,4,48.94,20.77,32,1212,18.7,21.4,185.7,272.2,165.8,251.3,60.2,64.8,19.4,34,17.2,30,16.8,32.6,16.9,33.0,6,10,7,11,ENE,W,NNE,W,79.5,89,86,82,198,10491
3,Cuddalore,ponmani,clay,85,42.8,dry,67,3,136,7,86.32,34.47,52,2065,18.7,21.2,186.5,271.8,166.4,250.5,60.6,64.4,19.7,33,17.0,30,16.9,32.7,16.4,33.9,7,10,9,11,SSE,W,SW,SSE,74.7,86,85,83,332,18442
2,Sankarapuram,CO_43,alluvial,57,28.7,wet,50,2,96,5,61.17,24.83,34,1311,18.4,21.7,186.3,271.8,166.4,250.8,60.5,64.5,19.4,32,16.6,30,16.5,33.4,15.7,33.4,8,10,9,11,SSE,W,SW,NNW,73.1,83,88,85,178,13094
4,Kallakurichi,CO_43,clay,113,53.4,wet,91,5,186,9,124.72,50.24,72,2522,18.4,21.7,185.6,272.3,166.0,251.1,60.2,64.7,18.3,32,15.8,33,15.3,32.1,15.2,32.0,6,7,8,8,E,ENE,NE,NNW,82.1,83,88,87,433,28663
2,Chinnasalem,ponmani,clay,52,27.1,dry,40,2,94,4,68.06,24.88,32,1231,18.3,21.7,186.0,272.1,166.2,250.9,60.4,64.7,18.2,31,15.6,34,15.2,32.0,15.1,31.7,6,6,8,8,E,ENE,NE,NNW,80.9,82,90,87,201,14249
3,Chinnasalem,ponmani,clay,73,35.7,wet,59,3,113,6,70.59,30.15,40,1771,18.9,21.1,186.5,271.4,166.5,250.4,60.6,64.3,19.0,33,17.4,34,16.2,32.8,16.0,31.6,8,6,8,8,ENE,ENE,NE,SSE,70.6,86,88,86,281,16672
4,Sankarapuram,delux ponni,clay,113,54.5,dry,91,4,186,9,130.86,47.32,68,2779,18.4,21.6,186.2,271.8,166.5,250.6,60.5,64.5,20.3,33,17.9,30,17.7,33.8,16.8,33.8,10,11,10,11,SSE,NE,SW,NW,69.8,91,84,81,384,29009
4,Panruti,delux ponni,alluvial,89,43.5,wet,72,4,141,7,99.26,38.39,54,2035,18.7,21.3,185.4,272.5,165.7,251.4,60.2,64.8,19.7,34,17.7,31,17.0,32.9,17.1,32.3,6,10,6,11,ENE,NE,NNE,W,79.6,92,85,81,306,22461
4,Kurinjipadi,delux ponni,clay,104,54.8,dry,80,4,154,9,113.95,41.99,63,2597,19.5,20.5,187.2,270.9,167.0,250.0,61.0,64.0,18.6,33,17.3,34,15.8,32.1,15.9,31.1,7,5,9,8,NW,W,NNW,SSE,66.4,81,89,87,355,26045
4,Kurinjipadi,CO_43,clay,107,51.4,wet,82,4,162,8,112.19,44.08,62,2495,19.2,20.8,186.6,271.5,166.5,250.4,60.7,64.3,19.3,33,18.1,34,16.6,32.4,15.9,31.2,9,5,9,7,NW,S,SE,SSE,71.1,89,84,85,378,25673
4,Sankarapuram,ponmani,clay,100,51.1,wet,81,4,169,8,115.21,44.11,61,2423,18.3,21.7,185.9,272.1,166.1,251.0,60.4,64.6,19.9,32,16.8,30,17.2,33.5,16.2,34.0,9,11,9,11,SSE,W,SW,WSW,75.2,87,86,83,371,25775
3,Sankarapuram,delux ponni,clay,71,32.6,wet,57,3,111,6,71.36,29.98,40,1482,18.2,21.9,185.8,272.1,166.3,250.8,60.3,64.7,19.7,32,16.4,30,16.9,33.8,15.7,33.8,9,11,9,12,SSE,ENE,SW,NNW,73.4,85,89,85,231,16624
3,Chinnasalem,ponmani,alluvial,74,38.4,dry,61,3,139,7,95.29,36.62,44,1932,18.2,21.8,185.6,272.4,166.1,250.8,60.3,64.8,18.8,32,16.1,33,15.8,33.2,15.3,32.2,9,7,9,9,E,ENE,NE,NW,77.2,85,89,86,311,19903
2,Sankarapuram,ponmani,alluvial,54,29.3,wet,42,2,101,4,62.65,24.65,34,1411,18.4,21.7,186.0,272.1,166.2,250.6,60.4,64.6,19.6,32,16.9,32,16.6,33.5,15.8,33.0,9,9,9,10,NW,ENE,NE,NW,72.5,87,87,85,193,12976
3,Chinnasalem,delux ponni,clay,68,38.1,wet,54,3,125,6,81.75,30.82,43,1621,18.4,21.5,186.1,271.9,166.4,250.6,60.5,64.4,18.4,32,16.6,34,15.5,32.8,15.2,31.0,9,5,9,7,E,ENE,NE,NNW,72.4,85,89,87,232,18167
